raw_comp_writers_text,CLEAN_TEXT,normalized_text
Ludwig van Beethoven/Ronald Kinloch Anderson,Ludwig van Beethoven/Ronald Kinloch Anderson,Ludwig van Beethoven/Ronald Kinloch Anderson
Van Halen & Van Halen (Anthony & Roth),Van Halen/Anthony/Roth,Van Halen/Van Halen (Anthony/Roth)
Benny Andersson/Stig Anderson/Björn Ulvaeus,,Benny Andersson/Stig Anderson/Björn Ulvaeus
Anónimo,Anónimo,Anónimo
Joriah Kwame Fleming,Joriah Kwame Fleming,Joriah Kwame Fleming
Romee,Romee,Romee
Jerry Bock/Sheldon Harnick,Jerry Bock/Sheldon Harnick,Jerry Bock/Sheldon Harnick
Sting,Sting,Sting
Marco Antonio Solís,Marco Antonio Solís,Marco Antonio Solís
Komal Salami/Surinder Bachan/Tips Industries Ltd.,Komal Salami/Surinder Bachan,Komal Salami/Surinder Bachan/Tips Industries Ltd.
Hoàng Thi Thơ,,Hoàng Thi Thơ
Barrington Pheloung,Barrington Pheloung,Barrington Pheloung
高瀬愛虹/Devin Kinoshita,,Devin Kinoshita
Onpa Music,Onpa Music,Onpa Music
M. Canepa/F. M. Della Pace/R. Zanetti,M. Canepa/F. M. Della Pace/R. Zanetti,M. Canepa/F. M. Della Pace/R. Zanetti
Paul Heyman,,Paul Heyman
2yay,2yay,2yay
Logic,Logic,Logic
Zheela/Rume Republic Publishing,Zheela,Zheela/Rume Republic Publishing
SadSvit,SadSvit,SadSvit
SFC Reilly & SSG Jones,SFC Reilly /SSG Jones,SFC Reilly/SSG Jones
Sergei Prokofiev,Sergei Prokofiev,Sergei Prokofiev
Moussa Diallo,Moussa Diallo,Moussa Diallo
Eric Richard Holljes/Michael Robert Henrion Posner/Sean Michael Anderson,,Eric Richard Holljes/Michael Robert Henrion Posner/Sean Michael Anderson
Garc & Rod,Garc/Rod,Garc/Rod
Pope (Fransson & Weisband),Pope/Fransson/Weisband,Pope (Fransson/Weisband)
C.F.Butler/James M. Black,C.F.Butler/James M. Black,C.F.Butler/James M. Black
Sammy Cahn/Joel E. Siegel/Richard Seidel/Jimmy van Heusen,Sammy Cahn/Joel E. Siegel/Richard Seidel/Jimmy van Heusen,Sammy Cahn/Joel E. Siegel/Richard Seidel/Jimmy van Heusen
三好誠/AZUKI七,,AZUKI七
"Griffith, Harris, Lowry, Pierce & Ranere",Griffith/Harris/Lowry/Pierce/Ranere,Griffith/Harris/Lowry/Pierce/Ranere
浜口史郎/松宮恭子,,
NemyA/G. Nine,NemyA/G. Nine,NemyA/G. Nine
Robin Williamson,Robin Williamson,Robin Williamson
Nostromo,Nostromo,Nostromo
COPELAND DEVIN C/MC QUEEN ROBERT III,COPELAND/DEVIN/C/MC/QUEEN/ROBERT/III,COPELAND DEVIN C/MC QUEEN ROBERT III
BK/Bas Klein/Dylisa Sedoc,BK/Bas Klein/Dylisa Sedoc,BK/Bas Klein/Dylisa Sedoc
Toby Fox,Toby Fox,Toby Fox
HAKIM ARTESH,HAKIM ARTESH,HAKIM ARTESH
Yosuke Eguchi,Yosuke Eguchi,Yosuke Eguchi
James Last/Olivier Toussaint/Paul Marie de Senneville,James Last/Olivier Toussaint/Paul Marie de Senneville,James Last/Olivier Toussaint/Paul Marie de Senneville
Ingo Zielinski/Roger Pierre Shah,Ingo Zielinski/Roger Pierre Shah,Ingo Zielinski/Roger Pierre Shah
Scyno XY/Copyright Control,Scyno XY,Scyno XY
Giorgio Bertero/Alberto Testa,Giorgio Bertero/Alberto Testa,Giorgio Bertero/Alberto Testa
Alma Cook,Alma Cook,Alma Cook
Georg Böhm,Georg Böhm,Georg Böhm
Sean Feucht,,Sean Feucht
David Elsandro/Ingrid Tamara/Audree Dewangga/Reky Risanto,David Elsandro/Ingrid Tamara/Audree Dewangga/Reky Risanto,David Elsandro/Ingrid Tamara/Audree Dewangga/Reky Risanto
Carl Maria von Weber,Carl Maria von Weber,Carl Maria von Weber
"<Unknown>/Coleman, Jerome",Coleman/Jerome,Coleman/Jerome
Christian F. J. Buettner,Christian F. J. Buettner,Christian F. J. Buettner
Tillmann Uhrmacher/Stefan Fornaro,Tillmann Uhrmacher/Stefan Fornaro,Tillmann Uhrmacher/Stefan Fornaro
Chris Bay,Chris Bay,Chris Bay
Darren Partington/Graham Massey/James Dean Bradfield/Andrew Barker/Nicky Wire,Darren Partington/Graham Massey/James Dean Bradfield/Andrew Barker/Nicky Wire,Darren Partington/Graham Massey/James Dean Bradfield/Andrew Barker/Nicky Wire
William DeVaughn,William DeVaughn,William DeVaughn
Rod Mcvey/Rod McVey,Rod McVey,Rod Mcvey/Rod McVey
John刘江@潮音悦动,John,John刘江@潮音悦动
Phret Ma/Narongwit Techathanawat,Phret Ma/Narongwit Techathanawat,Phret Ma/Narongwit Techathanawat
Liu Tao & 堇临,Liu Tao,Liu Tao
Mylon LeFevre/Felix Pappalardi,Mylon LeFevre/Felix Pappalardi,Mylon LeFevre/Felix Pappalardi
Oscar Amaman & Rocky Gold,Oscar Amaman/Rocky Gold,Oscar Amaman/Rocky Gold
"SoFaygo,Bakkwoods,Ronny J,SethInTheKitchen,Zetra,Mochila,Jakik,Elkan,Greg Sekeres,Swaidy,SPLITMIND",SoFaygo/Bakkwoods/Ronny J/SethInTheKitchen/Zetra/Mochila/Jakik/Elkan/Greg Sekeres/Swaidy/SPLITMIND,SoFaygo/Bakkwoods/Ronny J/SethInTheKitchen/Zetra/Mochila/Jakik/Elkan/Greg Sekeres/Swaidy/SPLITMIND
Chris Echols,Chris Echols,Chris Echols
Y COAST,Y COAST,Y COAST
Enigmanic,Enigmanic,Enigmanic
Devilish Trio,Devilish Trio,Devilish Trio
Morten Breum/David Guetta/Mikkel Cox/Tobias Frederiksen,Morten Breum/David Guetta/Mikkel Cox/Tobias Frederiksen,Morten Breum/David Guetta/Mikkel Cox/Tobias Frederiksen
Cauã Erick,Cauã Erick,Cauã Erick
Ayden Lau/Edoardo Spadini/Matteo D'Alessio,Ayden Lau/Edoardo Spadini/Matteo D'Alessio,Ayden Lau/Edoardo Spadini/Matteo D'Alessio
Robert Broberg,Robert Broberg,Robert Broberg
Edgar Daniel Rodriguez Sotelo,Edgar Daniel Rodriguez Sotelo,Edgar Daniel Rodriguez Sotelo
Simone Altenried/Uwe Altenried,Simone Altenried/Uwe Altenried,Simone Altenried/Uwe Altenried
CABALLERO LINDA/VEGA LUIS (USA 1 - CNTRY)/WHITAKER DEREK,CABALLERO/LINDA/VEGA/LUIS/(USA/1/-/CNTRY)/WHITAKER/DEREK,CABALLERO LINDA/VEGA LUIS/WHITAKER DEREK
"Gaby Alter,Anand Nayak,Steve Roslonek",Gaby Alter/Anand Nayak/Steve Roslonek,Gaby Alter/Anand Nayak/Steve Roslonek
David Bowie,David Bowie,David Bowie
Alban Berg,,Alban Berg
Brian Edwards/Reazy Renegade/Bryan Stephen Johnson,Brian Edwards/Reazy Renegade/Bryan Stephen Johnson,Brian Edwards/Reazy Renegade/Bryan Stephen Johnson
"Yellow Muzik, Lian Lian & Justin Daniel",Yellow Muzik/Lian Lian/Justin Daniel,Yellow Muzik/Lian Lian/Justin Daniel
Lil 2z,Lil 2z,Lil 2z
Oleg Nechiporenko,Oleg Nechiporenko,Oleg Nechiporenko
William P Tuang,William P Tuang,William P Tuang
Sub Bass Monster,Sub Bass Monster,Sub Bass Monster
ACM/Valeria Aliti,ACM/Valeria Aliti,ACM/Valeria Aliti
MoJo Music/Robert Ivansson,Robert Ivansson,MoJo Music/Robert Ivansson
Immi Hellén/P.J. Hannikainen,Immi Hellén/P.J. Hannikainen,Immi Hellén/P.J. Hannikainen
Roger Waters,Roger Waters,Roger Waters
Lil Loaded,Lil Loaded,Lil Loaded
Lewis Richards/Steve Fox/Stan Frasier,Lewis Richards/Steve Fox/Stan Frasier,Lewis Richards/Steve Fox/Stan Frasier
Susi Gott/Christian Séguret,Susi Gott/Christian Séguret,Susi Gott/Christian Séguret
Balbino Medellín,Balbino Medellín,Balbino Medellín
CAVANAGH DANIEL,CAVANAGH/DANIEL,CAVANAGH DANIEL
"Alcover Pujol, Rodellar Marti & Sanz Martinez",Alcover Pujol/Rodellar Marti/Sanz Martinez,Alcover Pujol/Rodellar Marti/Sanz Martinez
Rick Neigher/Williams Grant Wadhams,Rick Neigher/Williams Grant Wadhams,Rick Neigher/Williams Grant Wadhams
Ambrosio Ramos,Ambrosio Ramos,Ambrosio Ramos
CHAVEZ ESPINOZA ISIDRO,CHAVEZ ESPINOZA ISIDRO,CHAVEZ ESPINOZA ISIDRO
"<Unknown>/Murphy, Michael",Murphy/Michael,Murphy/Michael
"<Unknown>/elouaazizi, agraf nasreeddine",elouaazizi/agraf/nasreeddine,elouaazizi/agraf nasreeddine
Frédéric Carrier/George Cauty,Frédéric Carrier/George Cauty,Frédéric Carrier/George Cauty
Tyrek Kareem Rush,Tyrek Kareem Rush,Tyrek Kareem Rush
"KeErick Carr, Norman Payne & Fredrick Givens II",KeErick Carr/Norman Payne/Fredrick Givens II,KeErick Carr/Norman Payne/Fredrick Givens II
Cuco Sánchez,Cuco Sánchez,Cuco Sánchez
Billy Joel,Billy Joel,Billy Joel
Jacques Brel/Marianne Gerland-Ekeroth,,Jacques Brel/Marianne Gerland-Ekeroth
David Perez & Jossue Capestany,David Perez/Jossue Capestany,David Perez/Jossue Capestany
Manfred Gradwohl/Andreas Roland,Manfred Gradwohl/Andreas Roland,Manfred Gradwohl/Andreas Roland
Slug,Slug,Slug
Isidoro Berrocal,Isidoro Berrocal,Isidoro Berrocal
Vinay Pareek/YoungTunez.in,Vinay Pareek,Vinay Pareek/YoungTunez.in
Albert la Ley/EnClave Music/Mr Jam Produciendo,Albert la Ley/EnClave Music/Mr Jam Produciendo,Albert la Ley/EnClave Music/Mr Jam Produciendo
Tah Poe Chi,Tah Poe Chi,Tah Poe Chi
Erlat Spadia/Danny Shoshan/Copyright Control,Erlat Spadia/Danny Shoshan,Erlat Spadia/Danny Shoshan
Chris Whitley,Chris Whitley,Chris Whitley
Γιώργος Κοντραφούρης,,
Giovanni Battista Viotti,Giovanni Battista Viotti,Giovanni Battista Viotti
Native Tongue/Alister Wright,Native Tongue/Alister Wright,Native Tongue/Alister Wright
Andrea Lazzaretti,Andrea Lazzaretti,Andrea Lazzaretti
Keshaun Smyer,Keshaun Smyer,Keshaun Smyer
Junior Murvin,Junior Murvin,Junior Murvin
Sid Shyne,Sid Shyne,Sid Shyne
D. A. R.,,D. A. R.
Will Putney,Will Putney,Will Putney
Afghan Dambora Melody,Afghan Dambora Melody,Afghan Dambora Melody
"César Cristian Cossio Ortega,Insite",César Cristian Cossio Ortega/Insite,César Cristian Cossio Ortega/Insite
Kyar Pauk & Han Htue Lwin,Kyar Pauk/Han Htue Lwin,Kyar Pauk/Han Htue Lwin
Dior Valladares,Dior Valladares,Dior Valladares
Stevens Stokes & Nathan Utz,Stevens Stokes/Nathan Utz,Stevens Stokes/Nathan Utz
Double N,Double N,Double N
Gregg Allman,Gregg Allman,Gregg Allman
Bob Dylan,Bob Dylan,Bob Dylan
hail salaam,hail salaam,hail salaam
Mai Nguyễn,,Mai Nguyễn
カナコ,,
CA CALCAGNI FILIPPO/CA DIXON LANCE/CA MASSELING DANNY J/PA ANGERFIST & DJ MAD DOG,CALCAGNI/FILIPPO/DIXON/LANCE/MASSELING/DANNY/J/PA/ANGERFIST/&/DJ/MAD/DOG,CA CALCAGNI FILIPPO/CA DIXON LANCE/CA MASSELING DANNY J/PA ANGERFIST/DJ MAD DOG
大石昌良 (Oishi Masayoshi),Oishi Masayoshi,
CA ANDERSON EDEN SAMUEL HARRY/CA BRUN MICHAEL/PA MICHAEL BRUN & SPECIAL FEATURES,ANDERSON/EDEN/SAMUEL/HARRY/BRUN/MICHAEL/PA/MICHAEL/BRUN/&/SPECIAL/FEATURES,CA ANDERSON EDEN SAMUEL HARRY/CA BRUN MICHAEL/PA MICHAEL BRUN/SPECIAL FEATURES
Alexa Rachelle Livengood,Alexa Rachelle Livengood,Alexa Rachelle Livengood
Case,Case,Case
Sergio Kramer,Sergio Kramer,Sergio Kramer
Darian Hernandez,Darian Hernandez,Darian Hernandez
DMarques Webb & TTV RealWebbYT,DMarques Webb/TTV RealWebbYT,DMarques Webb/TTV RealWebbYT
Peaches McIntyre,Peaches McIntyre,Peaches McIntyre
HJALMAR WILEN/Marcus Lindberg/SEU RAN LEE/YOKO HIRAMATSU,HJALMAR/WILEN/Marcus/Lindberg/SEU/RAN/LEE/YOKO/HIRAMATSU,HJALMAR WILEN/Marcus Lindberg/SEU RAN LEE/YOKO HIRAMATSU
Jerry Putter,Jerry Putter,Jerry Putter
Ye Jia-Xiu,Ye Jia-Xiu,Ye Jia-Xiu
Myles Goodwyn,Myles Goodwyn,Myles Goodwyn
"<Unknown>/Gutierrez, Pedro Angel",Gutierrez/Pedro Angel,Gutierrez/Pedro Angel
Stef Bos,Stef Bos,Stef Bos
"<Unknown>/Brown, Okieve Mark Anthony",Brown/Okieve Mark Anthony,Brown/Okieve Mark Anthony
Franz Joseph Haydn,Franz Joseph Haydn,Franz Joseph Haydn
Stan Frasier/Steve Fox,Stan Frasier/Steve Fox,Stan Frasier/Steve Fox
Elisabeth von Burgen,Elisabeth von Burgen,Elisabeth von Burgen
Anders Burman/Owe Thörnqvist,Anders Burman/Owe Thörnqvist,Anders Burman/Owe Thörnqvist
José Pablo Moncayo,José Pablo Moncayo,José Pablo Moncayo
Mickey J Meyer & Sirivennela Sitarama Sastry,Mickey J Meyer/Sirivennela Sitarama Sastry,Mickey J Meyer/Sirivennela Sitarama Sastry
Lakhwinder Maan/Pavneet Birgi,Lakhwinder Maan/Pavneet Birgi,Lakhwinder Maan/Pavneet Birgi
Nicolas Chapelan/Ken Alberti/Femke Weidema/Henri Peiffer/Jordan Grace,Nicolas Chapelan/Ken Alberti/Femke Weidema/Henri Peiffer/Jordan Grace,Nicolas Chapelan/Ken Alberti/Femke Weidema/Henri Peiffer/Jordan Grace
Raj Ranjodh,Raj Ranjodh,Raj Ranjodh
Majrooh Sultanpuri,Majrooh Sultanpuri,Majrooh Sultanpuri
Meditative Mind - Dilpreet Bhatia,,Meditative Mind - Dilpreet Bhatia
Manos Hadjidakis/dt.T.: Fini Busch,Manos Hadjidakis/T.: Fini Busch,Manos Hadjidakis/dt.T.: Fini Busch
José González/Elias Araya/Tobias Winterkorn,José González/Elias Araya/Tobias Winterkorn,José González/Elias Araya/Tobias Winterkorn
yuriko,yuriko,yuriko
Ken Morioka/Ryoichi Endo,Ken Morioka/Ryoichi Endo,Ken Morioka/Ryoichi Endo
Dan Sawler & My Living Will,,Dan Sawler/My Living Will
Pamela Sollie/Sven Faulconer/Thomas Drescher/James Newton Howard,Pamela Sollie/Sven Faulconer/Thomas Drescher/James Newton Howard,Pamela Sollie/Sven Faulconer/Thomas Drescher/James Newton Howard
Jamie Paulin/John King/Paul DiGiovanni,Jamie Paulin/John King/Paul DiGiovanni,Jamie Paulin/John King/Paul DiGiovanni
Ricardo Santos C./Miguel A. Majer,Ricardo Santos C/Miguel A. Majer,Ricardo Santos C./Miguel A. Majer
"Alfonso Hurtado, Bayron Francisco Gómez Racancoj, Daniel Hurtado, Francisco Roman Bethancourt, Germán García & Roman Bethancourt",Alfonso Hurtado/Bayron Francisco Gómez Racancoj/Daniel Hurtado/Francisco Roman Bethancourt/Germán García/Roman Bethancourt,Alfonso Hurtado/Bayron Francisco Gómez Racancoj/Daniel Hurtado/Francisco Roman Bethancourt/Germán García/Roman Bethancourt
Miguel Gonzalez Castellanos,,Miguel Gonzalez Castellanos
"Agustin Ramirez Sánchez, Vicente Maldonado Luna, Horacio Palencia Cisneros, Geovani Cabrera Inzunza, Carlos Gonzalez Garcia & Julio Cesar Orozco",Agustin Ramirez Sánchez/Vicente Maldonado Luna/Horacio Palencia Cisneros/Geovani Cabrera Inzunza/Carlos Gonzalez Garcia/Julio Cesar Orozco,Agustin Ramirez Sánchez/Vicente Maldonado Luna/Horacio Palencia Cisneros/Geovani Cabrera Inzunza/Carlos Gonzalez Garcia/Julio Cesar Orozco
Juan Quin,Juan Quin,Juan Quin
"<Unknown>/Harris, Elizabeth eden",Harris/Elizabeth eden,Harris/Elizabeth eden
Bobbie Lee & LC Rose,Bobbie Lee /LC Rose,Bobbie Lee/LC Rose
Edward Elgar/Arthur Christopher Benson,Edward Elgar/Arthur Christopher Benson,Edward Elgar/Arthur Christopher Benson
C. Resoort/J. Lochel,C. Resoort/J. Lochel,C. Resoort/J. Lochel
James Tangman/Steven Godby/Brian Bauman/Bryan Norris,James Tangman/Steven Godby/Brian Bauman/Bryan Norris,James Tangman/Steven Godby/Brian Bauman/Bryan Norris
Arthur Kent/Sylvia Dee,Arthur Kent/Sylvia Dee,Arthur Kent/Sylvia Dee
Peter Baumann,Peter Baumann,Peter Baumann
Kendarius Tucker,Kendarius Tucker,Kendarius Tucker
"<Unknown>/Carpenter, Jonny",Carpenter/Jonny,Carpenter/Jonny
Franz Schubert,Franz Schubert,Franz Schubert
Jason Derulo/Jon Bellion,Jason Derulo/Jon Bellion,Jason Derulo/Jon Bellion
Catchybeatz,Catchybeatz,Catchybeatz
"<Unknown>/Whitman, Greg",Whitman/Greg,Whitman/Greg
André Manoukian/Grosz,André Manoukian/Grosz,André Manoukian/Grosz
Lữ Liên,Lữ Liên,Lữ Liên
Dario Diaz/Pablo Candelaria,Dario Diaz/Pablo Candelaria,Dario Diaz/Pablo Candelaria
Ivor Raymonde/Gunnar Bergström/Johannes Dackerman/Claes Af Geijerstam,Ivor Raymonde/Gunnar Bergström/Johannes Dackerman/Claes Af Geijerstam,Ivor Raymonde/Gunnar Bergström/Johannes Dackerman/Claes Af Geijerstam
Been A While,,Been A While
Alex Turner,Alex Turner,Alex Turner
Gioachino Rossini,Gioachino Rossini,Gioachino Rossini
Juan Carlos Cisneros,Juan Carlos Cisneros,Juan Carlos Cisneros
Elsa Mbandula,Elsa Mbandula,Elsa Mbandula
Yves Duteil,Yves Duteil,Yves Duteil
Herbert Stothart/Harold Arlen,Herbert Stothart/Harold Arlen,Herbert Stothart/Harold Arlen
Jaideep Sahni/Vishal-Shekhar,Jaideep Sahni/Vishal-Shekhar,Jaideep Sahni/Vishal-Shekhar
Franz Liszt,Franz Liszt,Franz Liszt
송문상/이대현,,송문상
Jahkoy Palmer/Justin Wiggins/Rodney Zanette,Jahkoy Palmer/Justin Wiggins/Rodney Zanette,Jahkoy Palmer/Justin Wiggins/Rodney Zanette
Ndifor Achu,Ndifor Achu,Ndifor Achu
Joachim Horn-Bernges/André Franke,Joachim Horn-Bernges/André Franke,Joachim Horn-Bernges/André Franke
Ian Livingstone,Ian Livingstone,Ian Livingstone
Copyright Control/Angelo Mario Franza,Angelo Mario Franza,Angelo Mario Franza
Phạm Duy/Ngọc Chánh,Phạm Duy/Ngọc Chánh,Phạm Duy/Ngọc Chánh
Tuncer Yavaş,Tuncer Yavaş,Tuncer Yavaş
Chris Brown,Chris Brown,Chris Brown
"Stephen Jireh Cagas Dranto, Sam Sherwood, Diego Ignácio & Stephanie Chow",Stephen Jireh Cagas Dranto/Sam Sherwood/Diego Ignácio/Stephanie Chow,Stephen Jireh Cagas Dranto/Sam Sherwood/Diego Ignácio/Stephanie Chow
"<Unknown>/Smith, Antwone Eugene",Smith/Antwone Eugene,Smith/Antwone Eugene
"​fish narc,Zubin,​iLoveMakonnen,Lil Peep",​fish narc/Zubin/​iLoveMakonnen/Lil Peep,​fish narc/Zubin/​iLoveMakonnen/Lil Peep
Richard Bock/John Blakeley/Walter Georis,Richard Bock/John Blakeley/Walter Georis,Richard Bock/John Blakeley/Walter Georis
Pst E.R Mwansasu,Pst E.R Mwansasu,Pst E.R Mwansasu
Franz von Suppé,Franz von Suppé,Franz von Suppé
"Allana Macedo, Tom Baratella, Kenyo Alves, Hudson Hostins & Linda Perry",Allana Macedo/Tom Baratella/Kenyo Alves/Hudson Hostins/Linda Perry,Allana Macedo/Tom Baratella/Kenyo Alves/Hudson Hostins/Linda Perry
Andrew Wade/Kevin Skaff/Chad Gilbert/Neil Westfall/Jeremy McKinnon/Kevin Skaff Music (ASCAP)/Neil Westfall Music (ASCAP)/Jeremy McKinnon Music (ASCAP)/Songs Of The Mothership (ASCAP),Andrew Wade/Kevin Skaff/Neil Westfall/Jeremy McKinnon,Andrew Wade/Kevin Skaff/Chad Gilbert/Neil Westfall/Jeremy McKinnon/Kevin Skaff Music/Neil Westfall Music/Jeremy McKinnon Music/Songs Of The Mothership
Gozo y Paz Latin Jazz Band Olivares Records,Gozo y Paz Latin Jazz Band Olivares Records,Gozo y Paz Latin Jazz Band Olivares Records
CA CLAESSENS TONY J/CA DIRNE JOHNNY M C/CA PERGOLETO DOMENICO/PA TONY JUNIOR & DIMATIK,CLAESSENS/TONY/J/DIRNE/JOHNNY/M/C/PERGOLETO/DOMENICO/PA/TONY/JUNIOR/&/DIMATIK,CA CLAESSENS TONY J/CA DIRNE JOHNNY M C/CA PERGOLETO DOMENICO/PA TONY JUNIOR/DIMATIK
COPYRIGHT CONTROL/LOPEZ JESUS GUTIERREZ,LOPEZ JESUS GUTIERREZ,LOPEZ JESUS GUTIERREZ
"Camilo Echeverry, Evaluna Montaner, Juan Morelli, Jon Leone & Gabriel Edgar Gonzalez Perez",Camilo Echeverry/Evaluna Montaner/Juan Morelli/Jon Leone/Gabriel Edgar Gonzalez Perez,Camilo Echeverry/Evaluna Montaner/Juan Morelli/Jon Leone/Gabriel Edgar Gonzalez Perez
DOUGLAS  ASHANTI/LORENZO  IRVING/PARKER  ANDRE S,DOUGLAS  ASHANTI/LORENZO  IRVING/PARKER  ANDRE S,DOUGLAS  ASHANTI/LORENZO  IRVING/PARKER  ANDRE S
Way Beats/Tflow,Way Beats/Tflow,Way Beats/Tflow
单梅 & 恩歌,,
Paulo Novaes,Paulo Novaes,Paulo Novaes
Hamed Dehghani,Hamed Dehghani,Hamed Dehghani
"PaperRoute Woo,Snupe Bandz",PaperRoute Woo/Snupe Bandz,PaperRoute Woo/Snupe Bandz
"Aztro Beats,9lokkNine",Aztro Beats/9lokkNine,Aztro Beats/9lokkNine
Cyril Kamar/Sonny Black,Cyril Kamar/Sonny Black,Cyril Kamar/Sonny Black
Peter Graham,Peter Graham,Peter Graham
René Perez/René Pérez/Edgardo Matta/Eduardo Cabra/Rafael Arcaute/Ivan Gutiérrez/Cristina Elena García,René Perez/Edgardo Matta/Eduardo Cabra/Rafael Arcaute/Ivan Gutiérrez/Cristina Elena García,René Perez/René Pérez/Edgardo Matta/Eduardo Cabra/Rafael Arcaute/Ivan Gutiérrez/Cristina Elena García
C1C2/Samuel Mizrahy,C1C2/Samuel Mizrahy,C1C2/Samuel Mizrahy
Ravi Pawar,Ravi Pawar,Ravi Pawar
Oscar Scheller,Oscar Scheller,Oscar Scheller
Andrew Page/Reade Pryor/Linus of Hollywood,Andrew Page/Reade Pryor/Linus of Hollywood,Andrew Page/Reade Pryor/Linus of Hollywood
Jon Hendricks/Count Basie,Jon Hendricks/Count Basie,Jon Hendricks/Count Basie
Elie Botbol,Elie Botbol,Elie Botbol
"<Unknown>/Bartholomew, Ron",Bartholomew/Ron,Bartholomew/Ron
Glyn Johns,Glyn Johns,Glyn Johns
Jacob Kasher/Stefan Johnson/Jordan Johnson/Adam Levine/Vincent Ford/Michael Pollack/Jon Bellion,Jacob Kasher/Stefan Johnson/Jordan Johnson/Adam Levine/Vincent Ford/Michael Pollack/Jon Bellion,Jacob Kasher/Stefan Johnson/Jordan Johnson/Adam Levine/Vincent Ford/Michael Pollack/Jon Bellion
Mr. Lexx/Noise Cans/Carlos Vroliji/Christopher Palmer/Talpa BMG/AT Publishing/Damn Curtis Publishing/Dim Mak Publishing,Mr. Lexx/Noise Cans/Carlos Vroliji/Talpa BMG,Mr. Lexx/Noise Cans/Carlos Vroliji/Christopher Palmer/Talpa BMG/AT Publishing/Damn Curtis Publishing/Dim Mak Publishing
Peter Tosh/Rita Marley/Robert N Marley/Neville O R Livingston,Peter Tosh/Rita Marley/Robert N Marley/Neville O R Livingston,Peter Tosh/Rita Marley/Robert N Marley/Neville O R Livingston
Cody Ferreria,Cody Ferreria,Cody Ferreria
"B.o.B,K CAMP",B.o.B/K CAMP,B.o.B/K CAMP
Takashi Yoshimatsu,Takashi Yoshimatsu,Takashi Yoshimatsu
Coleridge-Taylor Perkinson,Coleridge-Taylor Perkinson,Coleridge-Taylor Perkinson
Қуат Шілдебаев & Абдрахман Асылбек,,
James Jackland Baker,James Jackland Baker,James Jackland Baker
El Alfa,El Alfa,El Alfa
Barney Lister/Anya Louise Jones/Jasmine Van den Bogaerde,Barney Lister/Anya Louise Jones/Jasmine Van den Bogaerde,Barney Lister/Anya Louise Jones/Jasmine Van den Bogaerde
Michael Smith,Michael Smith,Michael Smith
D1MA/Alibi Rafeon/Anton Westerlin,D1MA/Alibi Rafeon/Anton Westerlin,D1MA/Alibi Rafeon/Anton Westerlin
Baidyanath Dash & Nirmal Nayak,Baidyanath Dash/Nirmal Nayak,Baidyanath Dash/Nirmal Nayak
Guillem Bergadà Tarragó,Guillem Bergadà Tarragó,Guillem Bergadà Tarragó
Malcolm Womack & Kathy Cisneros,Malcolm Womack/Kathy Cisneros,Malcolm Womack/Kathy Cisneros
"Russian Village Boys,DJ Blyatman",Russian Village Boys/DJ Blyatman,Russian Village Boys/DJ Blyatman
Powfu,Powfu,Powfu
KRS/M. James/L. Parker,KRS/M. James/L. Parker,KRS/M. James/L. Parker
Dany Brillant,Dany Brillant,Dany Brillant
Hank Devito,Hank Devito,Hank Devito
Victor Herbert,Victor Herbert,Victor Herbert
Andres Arellano Ayala,Andres Arellano Ayala,Andres Arellano Ayala
"KP GRETZKY, Skino & KP SKYWALKA",KP GRETZKY/Skino /KP SKYWALKA,KP GRETZKY/Skino/KP SKYWALKA
BossWopp,BossWopp,BossWopp
Sean Booth/Rob Brown,Sean Booth/Rob Brown,Sean Booth/Rob Brown
Domenico Scarlatti,Domenico Scarlatti,Domenico Scarlatti
Eliza E. Hewitt & William J. Kirkpatrick,Eliza E. Hewitt/William J. Kirkpatrick,Eliza E. Hewitt/William J. Kirkpatrick
"<Unknown>/McBride, Sean Patrick",McBride/Sean Patrick,McBride/Sean Patrick
Ray Stiles/Jack Stiles/Ben Lochrie,Ray Stiles/Jack Stiles/Ben Lochrie,Ray Stiles/Jack Stiles/Ben Lochrie
"Israel Houghton,Darlene Zschech",Israel Houghton/Darlene Zschech,Israel Houghton/Darlene Zschech
Kydd,Kydd,Kydd
CA BOUDRY PAULINE CLAIRE/CA JOHN SARA/CA WOELFEL LINDA/PA RHYTHM KING & HER FRIENDS,,CA BOUDRY PAULINE CLAIRE/CA JOHN SARA/CA WOELFEL LINDA/PA RHYTHM KING/HER FRIENDS
Aisar Hernández Segundo,Aisar Hernández Segundo,Aisar Hernández Segundo
Nikolay Lourens,Nikolay Lourens,Nikolay Lourens
M. Pushkina/Barri Khey/Margarita Anatol'evna Pushkina/D. Koymans/Dzhordzh Koymans/B. Khey,M. Pushkina/Barri Khey/Margarita Anatol'evna Pushkina/D. Koymans/Dzhordzh Koymans/B. Khey,M. Pushkina/Barri Khey/Margarita Anatol'evna Pushkina/D. Koymans/Dzhordzh Koymans/B. Khey
"Santhosh Narayanan, Kabilan & Vivek",Santhosh Narayanan/Kabilan/Vivek,Santhosh Narayanan/Kabilan/Vivek
"<Unknown>/Jackson, Michael Jerome",Jackson/Michael Jerome,Jackson/Michael Jerome
Sascha Ries/Sascha Kaspar/Copyright Control,Sascha Ries/Sascha Kaspar,Sascha Ries/Sascha Kaspar
Aung Thu,Aung Thu,Aung Thu
"<Unknown>/Remy, Garner",Remy/Garner,Remy/Garner
